Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5521","Aliments pour animaux","2513","Orge et produits","2013","2013","Milliers de tonnes","360","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5527","Semences","2513","Orge et produits","2013","2013","Milliers de tonnes","45","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5123","Pertes","2513","Orge et produits","2013","2013","Milliers de tonnes","77","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5131","Traitement","2513","Orge et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5170","Résidus","2513","Orge et produits","2013","2013","Milliers de tonnes","-8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","36","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge et produits","2013","2013","kg","1.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2513","Orge et produits","2013","2013","Kcal/personne/jour","10","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2513","Orge et produits","2013","2013","g/personne/jour","0.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2513","Orge et produits","2013","2013","g/personne/jour","0.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5511","Production","2514","Maïs et produits","2013","2013","Milliers de tonnes","312","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5611","Importations - Quantité","2514","Maïs et produits","2013","2013","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5072","Variation de stock","2514","Maïs et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5911","Exportations - Quantité","2514","Maïs et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","313","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","200","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5527","Semences","2514","Maïs et produits","2013","2013","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5123","Pertes","2514","Maïs et produits","2013","2013","Milliers de tonnes","47","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5131","Traitement","2514","Maïs et produits","2013","2013","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5170","Résidus","2514","Maïs et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5142","Nourriture","2514","Maïs et produits","2013","2013","Milliers de tonnes","54","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs et produits","2013","2013","kg","1.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2514","Maïs et produits","2013","2013","Kcal/personne/jour","14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2514","Maïs et produits","2013","2013","g/personne/jour","0.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2514","Maïs et produits","2013","2013","g/personne/jour","0.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5511","Production","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5611","Importations - Quantité","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5301","Disponibilité intérieure","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5131","Traitement","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5170","Résidus","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5142","Nourriture","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle et produits","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5131","Traitement","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5170","Résidus","2516","Avoine","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5511","Production","2517","Millet et produits","2013","2013","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5072","Variation de stock","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5301","Disponibilité intérieure","2517","Millet et produits","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5521","Aliments pour animaux","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5527","Semences","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5123","Pertes","2517","Millet et produits","2013","2013","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5131","Traitement","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5170","Résidus","2517","Millet et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5142","Nourriture","2517","Millet et produits","2013","2013","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet et produits","2013","2013","kg","0.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2517","Millet et produits","2013","2013","Kcal/personne/jour","3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2517","Millet et produits","2013","2013","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2517","Millet et produits","2013","2013","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5301","Disponibilité intérieure","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5131","Traitement","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5170","Résidus","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5611","Importations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5131","Traitement","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5170","Résidus","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5511","Production","2511","Blé et produits","2013","2013","Milliers de tonnes","1944","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5611","Importations - Quantité","2511","Blé et produits","2013","2013","Milliers de tonnes","1499","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5072","Variation de stock","2511","Blé et produits","2013","2013","Milliers de tonnes","-333","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5911","Exportations - Quantité","2511","Blé et produits","2013","2013","Milliers de tonnes","517","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","3259","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5521","Aliments pour animaux","2511","Blé et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5527","Semences","2511","Blé et produits","2013","2013","Milliers de tonnes","21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5123","Pertes","2511","Blé et produits","2013","2013","Milliers de tonnes","88","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5131","Traitement","2511","Blé et produits","2013","2013","Milliers de tonnes","73","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5170","Résidus","2511","Blé et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","3077","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé et produits","2013","2013","kg","57.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2511","Blé et produits","2013","2013","Kcal/personne/jour","472","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2511","Blé et produits","2013","2013","g/personne/jour","14.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2511","Blé et produits","2013","2013","g/personne/jour","1.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5511","Production","2807","Riz et produits","2013","2013","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5611","Importations - Quantité","2807","Riz et produits","2013","2013","Milliers de tonnes","1948","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5072","Variation de stock","2807","Riz et produits","2013","2013","Milliers de tonnes","376","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5911","Exportations - Quantité","2807","Riz et produits","2013","2013","Milliers de tonnes","179","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5301","Disponibilité intérieure","2807","Riz et produits","2013","2013","Milliers de tonnes","1396","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5521","Aliments pour animaux","2807","Riz et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5527","Semences","2807","Riz et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5123","Pertes","2807","Riz et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5131","Traitement","2807","Riz et produits","2013","2013","Milliers de tonnes","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5154","Autres utilisations (non alimentaire)","2807","Riz et produits","2013","2013","Milliers de tonnes","33","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5170","Résidus","2807","Riz et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5142","Nourriture","2807","Riz et produits","2013","2013","Milliers de tonnes","1264","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2807","Riz et produits","2013","2013","kg","23.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2807","Riz et produits","2013","2013","Kcal/personne/jour","153","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2807","Riz et produits","2013","2013","g/personne/jour","3.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2807","Riz et produits","2013","2013","g/personne/jour","0.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5511","Production","2513","Orge et produits","2013","2013","Milliers de tonnes","268","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5611","Importations - Quantité","2513","Orge et produits","2013","2013","Milliers de tonnes","199","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5072","Variation de stock","2513","Orge et produits","2013","2013","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5911","Exportations - Quantité","2513","Orge et produits","2013","2013","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5301","Disponibilité intérieure","2513","Orge et produits","2013","2013","Milliers de tonnes","456","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5521","Aliments pour animaux","2513","Orge et produits","2013","2013","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5527","Semences","2513","Orge et produits","2013","2013","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5123","Pertes","2513","Orge et produits","2013","2013","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5131","Traitement","2513","Orge et produits","2013","2013","Milliers de tonnes","420","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5170","Résidus","2513","Orge et produits","2013","2013","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge et produits","2013","2013","kg","0.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2513","Orge et produits","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2513","Orge et produits","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2513","Orge et produits","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5511","Production","2514","Maïs et produits","2013","2013","Milliers de tonnes","11811","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5611","Importations - Quantité","2514","Maïs et produits","2013","2013","Milliers de tonnes","56","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5072","Variation de stock","2514","Maïs et produits","2013","2013","Milliers de tonnes","-1550","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5911","Exportations - Quantité","2514","Maïs et produits","2013","2013","Milliers de tonnes","3037","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","10379","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","202","Afrique du Sud","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","4715","Im","Données de la FAO basées sur une méthodologie d'imputation"
